link,year_publication,title,journal_name,aim_1,aim_2,aim_3,first_author,reference_uid,unique_id,metric,trap_types,trapping_method,repeated_visit,geolocation_level,speciation,aim,aim_detail,species_accumulation,diversity_measurement,trapping_effort,pathogen,supplementary_data,funding
https://doi.org/10.1089/15303660160025912,2001,Lassa Fever in Guinea: II. Distribution and Prevalence of Lassa Virus Infection in Small Mammals,Vector-Borne and Zoonotic Diseases,Investigate the distribution and prevalence of LV infection in small mammals in selected regions of Guinea,,,Austin Demby,10.1089/15303660160025912,ad_2001_guinea,abundance,sherman,"randomised_houses, arc",no,none,morphological,Zoonoses risk,"Prevalence of zoonoses in animal population, Risk of spillover",No,No,No,Yes,,
https://www.documentation.ird.fr/hor/fdi:010028452,2001,Preliminary study on some rodents of southern Mauritania as réservoir of human pathogenic viruses,African Small Mammals,To survey rodents to understand potential rodent borne viruses,,,Khalilou Ba,10028452,kb_2001_mauritania,abundance,local_wire_mesh,not_stated,no,study,molecular,Zoonoses risk,"Prevalence of zoonoses in animal population, Risk of spillover",No,No,No,Yes,,
https://doi.org/10.1017/S0022149X00000172,2000,"Rodents as reservoir hosts in the transmission of Schistosoma mansoni in Richard-Toll, Senegal, West Africa",Journal of Helminthology,To identify which rodent species are potential carriers of S. mansoni and to establish the distribution of S. mansoni among the various biotopes occupied by these rodents,,,J Duplantier,10.1017/S0022149X00000172,jd_2000_senegal,abundance,"firobind, manufrance",line,yes,study,morphological,Zoonoses risk,"Prevalence of zoonoses in animal population, Distribution of zoonoses across the region",No,No,Incomplete,Yes,,
https://www.researchgate.net/publication/255414166,2000,Ecology of rodent commuities in agricultural habitats in Eastern Sierra Leone: Cocoa groves as forest refugia,Tropical Ecology,Aimed to compare forest rodent fauna of cocoa groves of different ages,,,Adrian Barnett,0564-3295,ab_2000_sierraleone,abundance,snap_trap,trap_grid,no,study,morphological,Ecology,"Biodiversity, Effect of habitat structure on rodent assemblages",No,Yes,Yes,No,,
https://www.zoologicalbulletin.de/BzB_Volumes/Volume_49_1_2_3_4/101_114_BZB49_1_2_3_4_Meinig_Holger.PDF,1999,"Notes on the mammal fauna of the southern part of the Republic of Mali, West Africa.",Bonn Zoological Bulletin,To investigate the mammalian fauna of Southern Mali,,,Holger Meinig,0006-7172,hm_1999_mali,presence_absence,snap_trap,not_stated,no,study_site,morphological,Ecology,"Biodiversity, Small mammal survey",No,No,No,No,,
https://doi.org/10.1111/j.1469-7998.1999.tb01002.x,1999,Diversity and structure of terrestrial small mammal communities in different vegetation types on the Accra Plains of Ghana,Journal of Zoology,Aimed to identify the small mammal communities in the vegetation zones of the Accra plains,Whether the introduction of the neem tree contributes to a reduction in small mammal diversity and abundance,,Jan Decher,10.1111/j.1469-7998.1999.tb01002.x,jd_1999_ghana,abundance,sherman,not_stated,yes,study_site,morphological,Ecology,"Biodiversity, Effect of foreign tree species on rodent assemblages",No,Yes,Yes,No,,
https://doi.org/10.4269/ajtmh.1994.50.165,1994,A longitudinal survey of Borrelia croidurae prevalence in rodents and insectivores in Senegal,American Journal of Tropical Medicine and Hygiene,To determine the importance and the dynamics of the berreliosis animal reservoir in a rural area of Northern Senegal,,,Bruno Godeluck,10.4269/ajtmh.1994.50.165,bg_1994_senegal,abundance,manufrance,line,yes,study,morphological,Zoonoses risk,Investigate potential reservoir of pathogen,No,No,Yes,Yes,,
https://rcin.org.pl/dlibra/doccontent?id=12166,1993,Social structure in synanthropic populations of a murid rodent Mastomys natalensis in Senegal,Acta Theriologica,Evaluate the social organisation of synanthropic populations of Mastomys natalensis,,,Laurent Granjon,10.4098/AT.arch.93-3,lg_1993_senegal,abundance,"firobind, manufrance",not_stated,yes,none,morphological,Ecology,Social organisation of commensal rodents,No,No,No,No,,
https://apps.dtic.mil/sti/citations/ADA254536,1992,"Mainenance support of a field station in Sierra Leone, West Africa",US Army Medical Research and Development Command,Report of the Lassa fever programme of the US CDC,,,Brian Mahy,ADA254536,bm_1992_sierraleone,abundance,"sherman, tomahawk",not_stated,yes,none,morphological,Zoonoses risk,"Prevalence of zoonoses in animal population, Risk of spillover",No,No,Incomplete,Yes,,
https://doi.org/10.1016/0140-6736(91)93404-W,1991,Tick-borne borreliosis in West Africa,The Lancet,"To determine the prevalence of relapsing fever in Senegal, patients in a rural dispensary and small mammals were tested",,,J Trape,10.1016/0140-6736(91)93404-W,jt_1991_senegal,abundance,not_stated,not_stated,no,study_site,morphological,Zoonoses risk,Prevalence of zoonoses in animal population,No,No,No,Yes,,
http://doi.wiley.com/10.1111/j.1365-2028.1988.tb00970.x,1988,"Distribution of small rodents and shrews in a lowland rain forest zone of Nigeria, with observations on their reproductive biology",African Journal of Ecology,Identify habitat preferences of rodents in Ogba Forest Reserve Nigeria,,,J. Iyawe,10.1111/j.1365-2028.1988.tb00970.x,ji_1988_nigeria,abundance,museum_special,line,no,study,morphological,Ecology,"Biodiversity, Impact of land use change on species composition",No,No,Incomplete,No,,
https://academic.oup.com/jid/article-lookup/doi/10.1093/infdis/155.3.437,1987,A Prospective Study of the Epidemiology and Ecology of Lassa Fever,Journal of Infectious Diseases,Investigate the epidemiological and ecological issues surrounding LASV in Eastern Sierra Leone,,,Joseph McCormick,10.1093/infdis/155.3.437,jm_1987_sierraleone,abundance,sherman,purposeful_houses,no,none,morphological,Zoonoses risk,Investigate potential reservoir of pathogen,No,No,Incomplete,Yes,,
http://dx.doi.org/10.1080/00034983.1979.11687282,1979,Isolation of Leishmania major from Mastomys erythroleucus and Tatera gambiana in Senegal (West Africa),Annals of Tropical Medicine and Parasitology,To investigate the potential animal reservoirs of Leishmania major in Senegal,,,J P Dedet,10.1080/00034983.1979.11687282,jd_1979_senegal,abundance,local_wire_mesh,not_stated,yes,study_site,morphological,Zoonoses risk,Investigate potential reservoir of pathogen,No,No,No,Yes,,
https://doi.org/10.2307/2402806,1977,Rodent ecology and land use in Western Ghana,Journal of Applied Ecology,The aims in this study examines the impact of introducing agriculture into a primary tropical forest on rodent ecology,,,Sonia Jeffrey,10.2307/2402806,sj_1977_ghana,abundance,museum_special,line_transect,yes,study,morphological,Ecology,"Biodiversity, Impact of land use change on species composition",No,Yes,Yes,No,,
http://hdl.handle.net/2042/58304,1977,A population study on small rodents in the tropical rain forest of Nigeria,La Terre et la Vie,Describe the population dynamics of seven sympatric rodent species in a rain forest in Western Nigeria,,,D. C. D. Happold,http://hdl.handle.net/2042/58304,dh_1977_nigeria,abundance,havahart,trap_grid,yes,study,morphological,Ecology,Population dynamics,No,No,Incomplete,No,,
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2366652/,1975,Recent isolations of Lassa virus from Nigerian rodents,Bulletin of the World Health Organisation,Investigating potential sources of LASV reservoir hosts,,,Herta Wulff,PMC2366652,hw_1975_nigeria,abundance,"snap_trap, hand",not_stated,no,none,morphological,Zoonoses risk,Investigate potential reservoir of pathogen,No,No,No,Yes,,
https://doi.org/10.1126/science.185.4147.263,1974,Lassa virus isolation from Mastomys natalensis rodents during an epidemic in Sierra Leone,Science,Investigating the source of a Lassa fever outbreak in Sierra Leone,,,Thomas Monath,10.1126/science.185.4147.263,tm_1974_sierraleone,abundance,"live_traps, purchased",not_stated,no,none,morphological,Zoonoses risk,Investigating source of zoonotic outbreak,No,No,No,Yes,,
https://www.researchgate.net/profile/David-Happold/publication/329465563_The_small_Rodents_of_the_forest_savanna_farmland_association_near_Ibadan_Nigeria_with_observations_on_reproduction_biology/links/5c09ebd0299bf139c7446f63/The-small-Rodents-of-the-forest-savanna-farmland-association-near-Ibadan-Nigeria-with-observations-on-reproduction-biology.pdf,1974,"The small rodents of the forest-savanna-farmland association near Ibadan, Nigeria, with observations on reproduction biology",Revue de Zoologie et de Botanique Africaines,To determine the species of rodents in a region of secondary forest and farmland in Western Nigeria,,,D. C. D. Happold,329465563,dh_1974_nigeria,abundance,local_wire_mesh,opportunistic,no,study,morphological,Ecology,"Biodiversity, Impact of land use change on species composition",No,No,No,No,,
https://doi.org/10.1007/s11356-020-11325-7,2021,"Wild black rats (Rattus rattus Linnaeus, 1758) as zoomonitor of genotoxicity and systemic toxicity induced by hazardous emissions from Abule Egba unsanitary landfill, Lagos, Nigeria.",Environmental science and pollution research international,To investigate the somatic and germ cell genotoxicity and systemic toxicity effects of in situ exposure to emmisions from a refuse site on resident wild black rats,,,Chibuisi Alimba,10.1007/s11356-020-11325-7,ca_2021_nigeria,abundance,sherman,not_stated,no,trap_site,morphological,Ecology,Effect of human produced waste on rodents,No,No,No,No,,None
https://doi.org/10.1007/s11262-019-01709-4,2020,Detection of possible spillover of a novel hantavirus in a Natal mastomys from Guinea.,Virus genes,To investigate the prevalence of hantavirus in small mammals living in close proximity to humans,,,Leonce Kouadio,10.1007/s11262-019-01709-4,lk_2020_multiple,abundance,sherman,not_stated,no,study_site,molecular,Zoonoses risk,Prevalence of zoonoses in animal population,No,No,Incomplete,Yes,,"German Research Foundation, EDCTP, Robert Koch Institute"
https://dx.doi.org/10.25518/1780-4507.18326,2020,"Invasive rodents and damages to food stocks: a study in the Autonomous Harbor of Cotonou, Benin.",Biotechnologie Agronomie Societe et Environnement,To determine the relative importance and distribution of native vs invasive rodent species,To evaluate the amount and associated costs of rodent induced damages,,Henri-Joel Dossou,10.25518/1780-4507.18326,hd_2020_benin,abundance,local_wire_mesh,not_stated,no,study,morphological,Ecology,"Rodent assemblage, Assessment of pest impact",No,No,Yes,No,,Not reported
https://dx.doi.org/10.4269/ajtmh.19-0727,2020,Molecular Detection of Microorganisms Associated with Small Mammals and Their Ectoparasites in Mail,American Journal of Tropical Medicine and Hygiene,To use molecular tools to detect bacteria and protozoans in small mammals and their ectoparasites in mali,To assess the prevalence of pathogens in different locations,,Adama Diarra,10.4269/ajtmh.19-0727,ad_2020_mali,abundance,wire_mesh,"line, purposeful_houses",no,study_site,morphological,Zoonoses risk,Prevalence of zoonoses in animal population,No,No,No,Yes,,"French National Research Agency, European FEVER PRIMI funding"
https://doi.org/10.1007/s10393-018-1331-8,2018,Movement Patterns of Small Rodents in Lassa Fever-Endemic Villages in Guinea,EcoHealth,To investigate the movement of rodent species into and out of fields,To identify the home range size of M. natalensis,,Marien Joachim,10.1007/s10393-018-1331-8,mj_2018_guinea,abundance,sherman,trap_grid,yes,study_site,morphological,Ecology,"Seasonal habitat preferences, Home range size",No,No,Yes,No,,Not reported
https://doi.org/10.3201/eid2204.150155,2016,"Arenavirus Diversity and Phylogeography of Mastomys natalensis Rodents, Nigeria",Emerging Infectious Diseases,Determine which M natalensis rodent cytochrome b phylogroups are infected with LASV,Identify the limits of distribution of these phylogroups within Nigeria,,Ayodeji Olayemi,10.3201/eid2204.150155,ao_2016_nigeria,abundance,sherman,not_stated,no,study_site,"morphological, molecular",Zoonoses risk,"Prevalence of zoonoses in animal population, Phylogeography of host species",No,No,No,Yes,,European Foundation Initiative for African Research into Neglected Tropical Diseases
https://doi.org/10.1038/srep25280,2016,New Hosts of The Lassa Virus,Scientific Reports,To identify potential hosts of LASV in Nigerian rodents,,,Ayodeji Olayemi,10.1038/srep25280,ao_2016_multiple,abundance,not_stated,not_stated,yes,study_site,"morphological, molecular",Zoonoses risk,Investigate potential reservoir of pathogen,No,No,Incomplete,Yes,,European Foundation Initiative for African Research into Neglected Tropical Diseases
https://doi.org/10.1007/s10661-016-5320-5,2016,"Spatio-temporal variation in small mammal species richness, relative abundance and body mass reveal changes in a coastal wetland ecosystem in Ghana",Environmental Monitoring and Assessment,"To assess the species richness, relative abundance and body mass of small mammals at the Muni-Pomadze Ramsar site, and compare these to the findings from a baseline study in 1997",,,Benjamin Ofori,10.1007/s10661-016-5320-5,bo_2016_ghana,abundance,"sherman, pitfall",line,yes,study_site,morphological,Ecology,"Biodiversity, Effect of ecological change on rodent populations",Yes,Yes,Yes,No,,Open Society Foundations
http://www.ojvr.org/index.php/ojvr/article/view/899/html,2015,Serological survey of antibodies to Toxoplasma gondii and Coxiella burnetii in rodents in north-western African islands (Canary Islands and Cape Verde).,Onderstepoort Journal of Veterinary Research,To understand the epidemiology of C. burnetii and T. gondii in African archipelagos,,,Pilar Foronda,10.4102/ojvr.v82i1.899,pf_2015_capeverde,abundance,sherman,purposeful_houses,no,island,not_stated,Zoonoses risk,Prevalence of zoonoses in animal population,No,No,No,Yes,,Spanish Ministry funding
https://www.researchgate.net/publication/261041768_Effect_of_habitat_change_through_infrastructural_development_on_small_mammal_diversity_and_abundance_on_the_Legon_campus_of_the_University_of_Ghana,2013,Effect of Habitat Change through Infrastructural Development on Small Mammal Diversity and Abundance on the Legon Campus of the University of Ghana.,West African Journal of Applied Ecology,To compare the diversity and abundance of small mammales of the University of Ghana camus to that of the adjoining botanical garden,Investigate the association of infrastructural development on the diversity and abundance of small mammals,,Reuben Garshong,261041768,rg_2013_ghana,abundance,sherman,purposeful_habitat,no,study_site,morphological,Ecology,"Biodiversity, Effect of habitat structure on rodent assemblages",No,Yes,Yes,No,,Not reported
https://doi.org/10.3201/eid1607.100146,2010,"Detection of Lassa Virus, Mali",Emerging Infectious Diseases,To investigate the presence of Lassa mammarenavirus in Mali,,,David Safronetz,10.3201/eid1607.100146,ds_2010_mali,abundance,not_stated,not_stated,no,study_site,"morphological, molecular",Zoonoses risk,"Investigating source of zoonotic outbreak, Prevalence of zoonoses in animal population",No,No,Yes,Yes,,US NIH
https://doi.org/10.1111/j.1365-2028.2010.01221.x,2010,"Terrestrial small mammal diversity and abundance in central Benin: comparison between habitats, with conservation implications",African Journal of Ecology,Performed a small mammal species inventory,To investigate the presence of several forest species,To investigate whether different habitat types harbour distinct small mammal communities,Violaine Nicolas,10.1111/j.1365-2028.2010.01221.x,vn_2010_benin,abundance,"sherman, pitfall, snap_trap",line_transect,no,study_site,"morphological, molecular",Ecology,"Biodiversity, Small mammal survey",Yes,Yes,Yes,No,,Government of Benin
https://doi.org/10.1111/j.1365-2028.2009.01169.x,2010,Indications of higher diversity and abundance of small rodents in human-influenced Sudanian savannah than in the Niokolo Koba National Park (Senegal).,African Journal of Ecology,To test the predictions of the umbrella species hypothesis,To investigate the abundance and diversity of small terrestrial mammal communities in protected and unprotected areas,,Adam Konecny,10.1111/j.1365-2028.2009.01169.x,ak_2010_senegal,abundance,"wire_mesh, sherman, snap_trap",line,yes,study_site,"morphological, molecular",Ecology,"Test umbrella hypothesis, Biodiversity",Yes,Yes,Yes,No,,Academy of Sciences of the Czech Republic
https://doi.org/10.4314/ari.v6i3.55986,2009,"Studies on the seasonal variations and prevalence of helminth fauna of the black rat, Rattus rattus (L) (Rodentia: Muridae) from different microhabitats in Nsukka, Nigeria.",Animal Research International,To investigate the prevalence of helminths in Rattus rattus population in Nsukka,,,Ivoke Njoku,10.4314/ari.v6i3.55986,in_2009_nigeria,abundance,wire_mesh,"purposeful_houses, purposeful_outdoors",yes,study,not_stated,Ecology,Biodiversity of rodent parasites,No,No,No,Rodent pathogen,,Not reported
https://doi.org/10.1644/1545-1542(2005)86[997:PDOTMR]2.0.CO;2,2005,Population dynamics of the multimammate rat Mastomys huberti in an annually flooded agricultural region of central Mali,Journal of Mammology,To investigate the annual density cycle of  M. huberti,To investigate the consequences of the annual flood on population dynamics,,Laurent Granjon,10.1644/1545-1542(2005)86[997:PDOTMR]2.0.CO;2,ln_2005_mali,abundance,"local_wire_mesh, wire_mesh",line,yes,study_site,morphological,Ecology,"Population dynamics, Response to floods",No,No,Yes,No,,Not reported
https://doi.org/10.1017/S0952836904005977,2005,Patterns of specific diversity and population size in small mammals from arboreal and ground-dwelling guilds of a forest area in southern Nigeria,Journal of Zoology,Is species richness of the studied community higher at the level of a given guild or not,Are populations of ground dwelling species more abundant than arboreal species,,Francesco Angelici,10.1017/S0952836904005977,fa_2005_nigeria,abundance,"longworth, wire_mesh, snare_trap",line_transect,yes,study,morphological,Ecology,"Biodiversity, Small mammal survey",No,No,Incomplete,No,,"Italian Foundation fo Vertebrate Zoology, Amertex Oil and Gas, World Bank, Individual Fellowships"
https://doi.org/10.1046/j.0141-6707.2001.00353.x,2002,The small mammal community of a coastal site of south-west Mauritania,African Journal of Ecology,To perform a small mammal survey,,,Laurent Granjon,10.1046/j.0141-6707.2001.00353.x,lg_2002_mauritania,abundance,"wire_mesh, sherman, INRA",line,no,study,morphological,Ecology,"Biodiversity, Small mammal survey",No,No,Yes,No,,European Community
https://doi.org/10.1017/S0022149X00015947,1997,"Gastrointestinal helminth parasites of the black rat (Rattus rattus) in Abeokuta, southwest Nigeria.",Journal of Helminthology,Investigate the helminth fauna of Rattus rattus,,,C Mafiana,10.1017/S0022149X00015947,cm_1997_nigeria,abundance,metal_cages,purposeful_houses,no,study,morphological,Ecology,Biodiversity of rodent parasites,No,No,No,Rodent pathogen,,Not reported
https://doi.org/10.1016/0035-9203(95)90642-8,1995,Mastomys natalensis and Tatera gambiana as probable reservoirs of human cutaneous leishmaniasis in Nigeria.,Transactions of the Royal Society of Tropical Medicine and Hygiene,Investigate potential reservoirs of Leishmania major,,,E Ikeh,10.1016/0035-9203(95)90642-8,ei_1995_nigeria,abundance,local_spring_trap,"purposeful_houses, purposeful_outdoors",no,study,morphological,Zoonoses risk,Investigate potential reservoir of pathogen,No,No,Incomplete,Yes,,Private
https://doi.org/10.1016/0035-9203(94)90412-X,1994,A comparative study of three methods of detection of Borrelia crocidurae in wild rodents in Senegal,Transactions of the Royal Society of Tropical Medicine and Hygiene,Investigate the prevalence of Borrelia crocidurae in Senegal,,,G Diatta,10.1016/0035-9203(94)90412-X,gd_1994_senegal,abundance,lattice_work_traps,purposeful_houses,no,study,morphological,Zoonoses risk,Investigate potential reservoir of pathogen,No,No,No,Yes,,Not reported
https://doi.org/10.4269/ajtmh.1983.32.624,1983,Mastomys (rodentia: muridae) species distinguished by hemoglobin pattern differences.,The American journal of tropical medicine and hygiene,Investigate the utility of haemoglobin electrophoresis in speciation for mastomys,,,C Robbins,10.4269/ajtmh.1983.32.624,cr_1983_sierraleone,abundance,sherman,not_stated,no,study_site,"morphological, molecular",Ecology,Investigate the possibility of haemoglobin to speciate mastomys,No,No,No,No,,US NIH
https://pubmed.ncbi.nlm.nih.gov/7043824/,1982,"Bacteriological survey of leptospirosis in Zaria, Nigeria.",Tropical and geographical medicine,Investigate potential reservoirs of Leishmania major,,,A Diallo,7043824,ad_1982_nigeria,abundance,not_stated,"purposeful_houses, purposeful_outdoors",yes,study,morphological,Zoonoses risk,Investigate potential reservoir of pathogen,No,No,No,Yes,,University funding
https://doi.org/10.1515/mamm.1975.39.4.523,1975,"Mammalian ecological studies on Mount Nimba, Liberia.",Mammalia,To perform a small mammal survey,,,Malcolm Coe,10.1515/mamm.1975.39.4.523,mc_1975_liberia,abundance,"snap_trap, mcgill, havaheart",line,yes,study,morphological,Ecology,Small mammal survey,No,No,Incomplete,No,,Industry funding
https://doi.org/10.1023/A:1008964000018,2000,"Mammal fauna of the Muni-Pomadze Ramsa site, Ghana",Biodiversity and Conservation,To conduct a small mammal survey,,,James Ryan,10.1023/A:1008964000018,jr_2000_ghana,abundance,"sherman, national",trap_line,no,study,morphological,Ecology,Small mammal survey,Yes,No,Yes,No,,Global Environment Facility
https://www.researchgate.net/publication/286729972_Effects_of_Urbanization_and_Agricultural_Expansion_on_the_Upsurge_of_Wild_Rats_Rattus_rattus_in_Yenagoa_Metropolis_of_Bayelsa_State_Nigeria,2012,"Effects of Urbanization and Agricultural Expansion on the Upsurge of Wild Rats (Rattus rattus) in Yenagoa Metropolis of Bayelsa State, Nigeria","Research Journal of Applied Sciences, Engineering and Technology",To investigate the prevalence and relative distribution of Rattus rattus in Yenagoa,,,Amawulu Ebenezer,2040-7467,ae_2012_nigeria,abundance,"local_wire_mesh, snap_trap",trap_line,yes,study,morphological,Ecology,Small mammal survey,No,No,Yes,No,,
